
================================================= Netlist Information ==================================================

Total Gates : 100 || Total Pins : 4788 || Total Wires : 1232

=================================================== Gate Information ===================================================

Gate : 1 || Pos_X : 41 || Pos_Y 6 || Width : 17 || Height : 88
Pin : 1 || Parent_Gate : 1 || Pin_X : 41 || Pin_Y : 17
Pin : 15 || Parent_Gate : 7 || Pin_X : 646 || Pin_Y : 35
Pin : 16 || Parent_Gate : 7 || Pin_X : 646 || Pin_Y : 89
Pin : 17 || Parent_Gate : 7 || Pin_X : 646 || Pin_Y : 38
Pin : 18 || Parent_Gate : 7 || Pin_X : 646 || Pin_Y : 66
Pin : 19 || Parent_Gate : 7 || Pin_X : 646 || Pin_Y : 55
Pin : 20 || Parent_Gate : 7 || Pin_X : 646 || Pin_Y : 60
Pin : 21 || Parent_Gate : 7 || Pin_X : 646 || Pin_Y : 82
Pin : 22 || Parent_Gate : 7 || Pin_X : 646 || Pin_Y : 95
Pin : 23 || Parent_Gate : 7 || Pin_X : 646 || Pin_Y : 7
Pin : 24 || Parent_Gate : 7 || Pin_X : 646 || Pin_Y : 1
Pin : 25 || Parent_Gate : 7 || Pin_X : 646 || Pin_Y : 33
Pin : 26 || Parent_Gate : 7 || Pin_X : 646 || Pin_Y : 99
Pin : 27 || Parent_Gate : 7 || Pin_X : 646 || Pin_Y : 100
Pin : 28 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 1
Pin : 29 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 3
Pin : 30 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 2
Pin : 31 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 8
Pin : 32 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 4
Pin : 33 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 10
Pin : 34 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 11
Pin : 35 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 12
Pin : 36 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 13
Pin : 37 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 5
Pin : 38 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 14
Pin : 39 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 16
Pin : 40 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 7
Pin : 41 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 17
Pin : 42 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 19
Pin : 43 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 18
Pin : 44 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 21
Pin : 45 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 22
Pin : 46 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 15
Pin : 47 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 24
Pin : 48 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 25
Pin : 49 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 26
Pin : 50 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 6
Pin : 51 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 28
Pin : 52 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 29
Pin : 53 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 30
Pin : 54 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 31
Pin : 55 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 32
Pin : 56 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 33
Pin : 57 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 34
Pin : 58 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 35
Pin : 59 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 36
Pin : 60 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 37
Pin : 61 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 38
Pin : 62 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 39
Pin : 63 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 40
Pin : 64 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 41
Pin : 65 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 42
Pin : 66 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 43
Pin : 67 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 44
Pin : 68 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 45
Pin : 69 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 23
Pin : 70 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 47
Pin : 71 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 48
Pin : 72 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 49
Pin : 73 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 50
Pin : 74 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 51
Pin : 75 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 52
Pin : 76 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 53
Pin : 77 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 20
Pin : 78 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 55
Pin : 79 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 56
Pin : 80 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 57
Pin : 81 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 58
Pin : 82 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 59
Pin : 83 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 60
Pin : 84 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 61
Pin : 85 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 54
Pin : 86 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 63
Pin : 87 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 64
Pin : 88 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 65
Pin : 89 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 66
Pin : 90 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 67
Pin : 91 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 68
Pin : 92 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 69
Pin : 93 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 70
Pin : 94 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 71
Pin : 95 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 72
Pin : 96 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 73
Pin : 97 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 74
Pin : 98 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 75
Pin : 99 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 76
Pin : 100 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 62
Pin : 101 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 78
Pin : 102 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 79
Pin : 103 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 46
Pin : 104 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 81
Pin : 105 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 82
Pin : 106 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 27
Pin : 107 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 84
Pin : 108 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 85
Pin : 109 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 86
Pin : 110 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 87
Pin : 111 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 88
Pin : 112 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 89
Pin : 113 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 90
Pin : 114 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 91
Pin : 115 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 92
Pin : 116 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 93
Pin : 117 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 94
Pin : 118 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 95
Pin : 119 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 96
Pin : 120 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 97
Pin : 121 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 98
Pin : 122 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 99
Pin : 123 || Parent_Gate : 7 || Pin_X : 653 || Pin_Y : 100

Gate : 8 || Pos_X : 727 || Pos_Y 41 || Width : 45 || Height : 18
Pin : 1 || Parent_Gate : 8 || Pin_X : 727 || Pin_Y : 43
Pin : 2 || Parent_Gate : 8 || Pin_X : 727 || Pin_Y : 44
Pin : 3 || Parent_Gate : 8 || Pin_X : 727 || Pin_Y : 51
Pin : 4 || Parent_Gate : 8 || Pin_X : 727 || Pin_Y : 46
Pin : 5 || Parent_Gate : 8 || Pin_X : 727 || Pin_Y : 42
Pin : 6 || Parent_Gate : 8 || Pin_X : 727 || Pin_Y : 49
Pin : 7 || Parent_Gate : 8 || Pin_X : 727 || Pin_Y : 47
Pin : 8 || Parent_Gate : 8 || Pin_X : 727 || Pin_Y : 54
Pin : 9 || Parent_Gate : 8 || Pin_X : 727 || Pin_Y : 57
Pin : 10 || Parent_Gate : 8 || Pin_X : 727 || Pin_Y : 58
Pin : 11 || Parent_Gate : 8 || Pin_X : 727 || Pin_Y : 52
Pin : 12 || Parent_Gate : 8 || Pin_X : 772 || Pin_Y : 42
Pin : 13 || Parent_Gate : 8 || Pin_X : 772 || Pin_Y : 44
Pin : 14 || Parent_Gate : 8 || Pin_X : 772 || Pin_Y : 45
Pin : 15 || Parent_Gate : 8 || Pin_X : 772 || Pin_Y : 46
Pin : 16 || Parent_Gate : 8 || Pin_X : 772 || Pin_Y : 47
Pin : 17 || Parent_Gate : 8 || Pin_X : 772 || Pin_Y : 48
Pin : 18 || Parent_Gate : 8 || Pin_X : 772 || Pin_Y : 43
Pin : 19 || Parent_Gate : 8 || Pin_X : 772 || Pin_Y : 50
Pin : 20 || Parent_Gate : 8 || Pin_X : 772 || Pin_Y : 51
Pin : 21 || Parent_Gate : 8 || Pin_X : 772 || Pin_Y : 49
Pin : 22 || Parent_Gate : 8 || Pin_X : 772 || Pin_Y : 53
Pin : 23 || Parent_Gate : 8 || Pin_X : 772 || Pin_Y : 54
Pin : 24 || Parent_Gate : 8 || Pin_X : 772 || Pin_Y : 55
Pin : 25 || Parent_Gate : 8 || Pin_X : 772 || Pin_Y : 56
Pin : 26 || Parent_Gate : 8 || Pin_X : 772 || Pin_Y : 57
Pin : 27 || Parent_Gate : 8 || Pin_X : 772 || Pin_Y : 58
Pin : 28 || Parent_Gate : 8 || Pin_X : 772 || Pin_Y : 59

Gate : 9 || Pos_X : 840 || Pos_Y 2 || Width : 19 || Height : 95
Pin : 1 || Parent_Gate : 9 || Pin_X : 840 || Pin_Y : 38
Pin : 2 || Parent_Gate : 9 || Pin_X : 840 || Pin_Y : 45
Pin : 3 || Parent_Gate : 9 || Pin_X : 840 || Pin_Y : 8
Pin : 4 || Parent_Gate : 9 || Pin_X : 840 || Pin_Y : 16
Pin : 5 || Parent_Gate : 9 || Pin_X : 840 || Pin_Y : 34
Pin : 6 || Parent_Gate : 9 || Pin_X : 840 || Pin_Y : 49
Pin : 7 || Parent_Gate : 9 || Pin_X : 840 || Pin_Y : 7
Pin : 8 || Parent_Gate : 9 || Pin_X : 840 || Pin_Y : 10
Pin : 9 || Parent_Gate : 9 || Pin_X : 840 || Pin_Y : 19
Pin : 10 || Parent_Gate : 9 || Pin_X : 840 || Pin_Y : 31
Pin : 11 || Parent_Gate : 9 || Pin_X : 840 || Pin_Y : 54
Pin : 12 || Parent_Gate : 9 || Pin_X : 840 || Pin_Y : 55
Pin : 13 || Parent_Gate : 9 || Pin_X : 840 || Pin_Y : 56
Pin : 14 || Parent_Gate : 9 || Pin_X : 840 || Pin_Y : 57
Pin : 15 || Parent_Gate : 9 || Pin_X : 840 || Pin_Y : 58
Pin : 16 || Parent_Gate : 9 || Pin_X : 840 || Pin_Y : 35
Pin : 17 || Parent_Gate : 9 || Pin_X : 840 || Pin_Y : 36
Pin : 18 || Parent_Gate : 9 || Pin_X : 840 || Pin_Y : 37
Pin : 19 || Parent_Gate : 9 || Pin_X : 840 || Pin_Y : 50
Pin : 20 || Parent_Gate : 9 || Pin_X : 840 || Pin_Y : 30
Pin : 21 || Parent_Gate : 9 || Pin_X : 840 || Pin_Y : 24
Pin : 22 || Parent_Gate : 9 || Pin_X : 840 || Pin_Y : 65
Pin : 23 || Parent_Gate : 9 || Pin_X : 840 || Pin_Y : 20
Pin : 24 || Parent_Gate : 9 || Pin_X : 840 || Pin_Y : 63
Pin : 25 || Parent_Gate : 9 || Pin_X : 840 || Pin_Y : 23
Pin : 26 || Parent_Gate : 9 || Pin_X : 840 || Pin_Y : 13
Pin : 27 || Parent_Gate : 9 || Pin_X : 840 || Pin_Y : 26
Pin : 28 || Parent_Gate : 9 || Pin_X : 840 || Pin_Y : 71
Pin : 29 || Parent_Gate : 9 || Pin_X : 840 || Pin_Y : 60
Pin : 30 || Parent_Gate : 9 || Pin_X : 840 || Pin_Y : 73
Pin : 31 || Parent_Gate : 9 || Pin_X : 840 || Pin_Y : 11
Pin : 32 || Parent_Gate : 9 || Pin_X : 840 || Pin_Y : 3
Pin : 33 || Parent_Gate : 9 || Pin_X : 840 || Pin_Y : 53
Pin : 34 || Parent_Gate : 9 || Pin_X : 840 || Pin_Y : 77
Pin : 35 || Parent_Gate : 9 || Pin_X : 840 || Pin_Y : 78
Pin : 36 || Parent_Gate : 9 || Pin_X : 840 || Pin_Y : 79
Pin : 37 || Parent_Gate : 9 || Pin_X : 840 || Pin_Y : 17
Pin : 38 || Parent_Gate : 9 || Pin_X : 840 || Pin_Y : 81
Pin : 39 || Parent_Gate : 9 || Pin_X : 840 || Pin_Y : 33
Pin : 40 || Parent_Gate : 9 || Pin_X : 840 || Pin_Y : 18
Pin : 41 || Parent_Gate : 9 || Pin_X : 840 || Pin_Y : 84
Pin : 42 || Parent_Gate : 9 || Pin_X : 840 || Pin_Y : 85
Pin : 43 || Parent_Gate : 9 || Pin_X : 840 || Pin_Y : 15
Pin : 44 || Parent_Gate : 9 || Pin_X : 840 || Pin_Y : 87
Pin : 45 || Parent_Gate : 9 || Pin_X : 840 || Pin_Y : 88
Pin : 46 || Parent_Gate : 9 || Pin_X : 840 || Pin_Y : 89
Pin : 47 || Parent_Gate : 9 || Pin_X : 840 || Pin_Y : 90
Pin : 48 || Parent_Gate : 9 || Pin_X : 840 || Pin_Y : 83
Pin : 49 || Parent_Gate : 9 || Pin_X : 840 || Pin_Y : 92
Pin : 50 || Parent_Gate : 9 || Pin_X : 840 || Pin_Y : 67
Pin : 51 || Parent_Gate : 9 || Pin_X : 840 || Pin_Y : 66
Pin : 52 || Parent_Gate : 9 || Pin_X : 840 || Pin_Y : 59
Pin : 53 || Parent_Gate : 9 || Pin_X : 840 || Pin_Y : 96
Pin : 54 || Parent_Gate : 9 || Pin_X : 840 || Pin_Y : 94
Pin : 55 || Parent_Gate : 9 || Pin_X : 859 || Pin_Y : 32
Pin : 56 || Parent_Gate : 9 || Pin_X : 859 || Pin_Y : 24
Pin : 57 || Parent_Gate : 9 || Pin_X : 859 || Pin_Y : 58
Pin : 58 || Parent_Gate : 9 || Pin_X : 859 || Pin_Y : 59
Pin : 59 || Parent_Gate : 9 || Pin_X : 859 || Pin_Y : 81
Pin : 60 || Parent_Gate : 9 || Pin_X : 859 || Pin_Y : 17
Pin : 61 || Parent_Gate : 9 || Pin_X : 859 || Pin_Y : 78
Pin : 62 || Parent_Gate : 9 || Pin_X : 859 || Pin_Y : 33
Pin : 63 || Parent_Gate : 9 || Pin_X : 859 || Pin_Y : 90
Pin : 64 || Parent_Gate : 9 || Pin_X : 859 || Pin_Y : 29
Pin : 65 || Parent_Gate : 9 || Pin_X : 859 || Pin_Y : 83
Pin : 66 || Parent_Gate : 9 || Pin_X : 859 || Pin_Y : 8
Pin : 67 || Parent_Gate : 9 || Pin_X : 859 || Pin_Y : 86
Pin : 68 || Parent_Gate : 9 || Pin_X : 859 || Pin_Y : 95
Pin : 69 || Parent_Gate : 9 || Pin_X : 859 || Pin_Y : 66
Pin : 70 || Parent_Gate : 9 || Pin_X : 859 || Pin_Y : 15

Gate : 10 || Pos_X : 922 || Pos_Y 41 || Width : 56 || Height : 18
Pin : 1 || Parent_Gate : 10 || Pin_X : 922 || Pin_Y : 44
Pin : 2 || Parent_Gate : 10 || Pin_X : 922 || Pin_Y : 48
Pin : 3 || Parent_Gate : 10 || Pin_X : 922 || Pin_Y : 49
Pin : 4 || Parent_Gate : 10 || Pin_X : 922 || Pin_Y : 47
Pin : 5 || Parent_Gate : 10 || Pin_X : 922 || Pin_Y : 51
Pin : 6 || Parent_Gate : 10 || Pin_X : 922 || Pin_Y : 46
Pin : 7 || Parent_Gate : 10 || Pin_X : 922 || Pin_Y : 53
Pin : 8 || Parent_Gate : 10 || Pin_X : 922 || Pin_Y : 54
Pin : 9 || Parent_Gate : 10 || Pin_X : 922 || Pin_Y : 45
Pin : 10 || Parent_Gate : 10 || Pin_X : 922 || Pin_Y : 56
Pin : 11 || Parent_Gate : 10 || Pin_X : 922 || Pin_Y : 57
Pin : 12 || Parent_Gate : 10 || Pin_X : 922 || Pin_Y : 58
Pin : 13 || Parent_Gate : 10 || Pin_X : 922 || Pin_Y : 59
Pin : 14 || Parent_Gate : 10 || Pin_X : 978 || Pin_Y : 45
Pin : 15 || Parent_Gate : 10 || Pin_X : 978 || Pin_Y : 49
Pin : 16 || Parent_Gate : 10 || Pin_X : 978 || Pin_Y : 51
Pin : 17 || Parent_Gate : 10 || Pin_X : 978 || Pin_Y : 42
Pin : 18 || Parent_Gate : 10 || Pin_X : 978 || Pin_Y : 47
Pin : 19 || Parent_Gate : 10 || Pin_X : 978 || Pin_Y : 54
Pin : 20 || Parent_Gate : 10 || Pin_X : 978 || Pin_Y : 55
Pin : 21 || Parent_Gate : 10 || Pin_X : 978 || Pin_Y : 56
Pin : 22 || Parent_Gate : 10 || Pin_X : 978 || Pin_Y : 57
Pin : 23 || Parent_Gate : 10 || Pin_X : 978 || Pin_Y : 44
Pin : 24 || Parent_Gate : 10 || Pin_X : 978 || Pin_Y : 59

Gate : 11 || Pos_X : 35 || Pos_Y 119 || Width : 30 || Height : 61
Pin : 1 || Parent_Gate : 11 || Pin_X : 35 || Pin_Y : 148
Pin : 2 || Parent_Gate : 11 || Pin_X : 35 || Pin_Y : 130
Pin : 3 || Parent_Gate : 11 || Pin_X : 35 || Pin_Y : 144
Pin : 4 || Parent_Gate : 11 || Pin_X : 35 || Pin_Y : 153
Pin : 5 || Parent_Gate : 11 || Pin_X : 35 || Pin_Y : 129
Pin : 6 || Parent_Gate : 11 || Pin_X : 35 || Pin_Y : 150
Pin : 7 || Parent_Gate : 11 || Pin_X : 35 || Pin_Y : 151
Pin : 8 || Parent_Gate : 11 || Pin_X : 35 || Pin_Y : 147
Pin : 9 || Parent_Gate : 11 || Pin_X : 35 || Pin_Y : 133
Pin : 10 || Parent_Gate : 11 || Pin_X : 35 || Pin_Y : 146
Pin : 11 || Parent_Gate : 11 || Pin_X : 35 || Pin_Y : 137
Pin : 12 || Parent_Gate : 11 || Pin_X : 35 || Pin_Y : 135
Pin : 13 || Parent_Gate : 11 || Pin_X : 35 || Pin_Y : 143
Pin : 14 || Parent_Gate : 11 || Pin_X : 35 || Pin_Y : 163
Pin : 15 || Parent_Gate : 11 || Pin_X : 35 || Pin_Y : 164
Pin : 16 || Parent_Gate : 11 || Pin_X : 35 || Pin_Y : 139
Pin : 17 || Parent_Gate : 11 || Pin_X : 35 || Pin_Y : 122
Pin : 18 || Parent_Gate : 11 || Pin_X : 35 || Pin_Y : 167
Pin : 19 || Parent_Gate : 11 || Pin_X : 35 || Pin_Y : 149
Pin : 20 || Parent_Gate : 11 || Pin_X : 35 || Pin_Y : 158
Pin : 21 || Parent_Gate : 11 || Pin_X : 35 || Pin_Y : 154
Pin : 22 || Parent_Gate : 11 || Pin_X : 35 || Pin_Y : 171
Pin : 23 || Parent_Gate : 11 || Pin_X : 35 || Pin_Y : 172
Pin : 24 || Parent_Gate : 11 || Pin_X : 35 || Pin_Y : 173
Pin : 25 || Parent_Gate : 11 || Pin_X : 35 || Pin_Y : 174
Pin : 26 || Parent_Gate : 11 || Pin_X : 35 || Pin_Y : 128
Pin : 27 || Parent_Gate : 11 || Pin_X : 35 || Pin_Y : 152
Pin : 28 || Parent_Gate : 11 || Pin_X : 35 || Pin_Y : 177
Pin : 29 || Parent_Gate : 11 || Pin_X : 35 || Pin_Y : 159
Pin : 30 || Parent_Gate : 11 || Pin_X : 35 || Pin_Y : 179
Pin : 31 || Parent_Gate : 11 || Pin_X : 35 || Pin_Y : 131
Pin : 32 || Parent_Gate : 11 || Pin_X : 65 || Pin_Y : 151
Pin : 33 || Parent_Gate : 11 || Pin_X : 65 || Pin_Y : 122
Pin : 34 || Parent_Gate : 11 || Pin_X : 65 || Pin_Y : 132
Pin : 35 || Parent_Gate : 11 || Pin_X : 65 || Pin_Y : 121
Pin : 36 || Parent_Gate : 11 || Pin_X : 65 || Pin_Y : 154
Pin : 37 || Parent_Gate : 11 || Pin_X : 65 || Pin_Y : 157
Pin : 38 || Parent_Gate : 11 || Pin_X : 65 || Pin_Y : 135
Pin : 39 || Parent_Gate : 11 || Pin_X : 65 || Pin_Y : 166
Pin : 40 || Parent_Gate : 11 || Pin_X : 65 || Pin_Y : 171
Pin : 41 || Parent_Gate : 11 || Pin_X : 65 || Pin_Y : 137
Pin : 42 || Parent_Gate : 11 || Pin_X : 65 || Pin_Y : 173
Pin : 43 || Parent_Gate : 11 || Pin_X : 65 || Pin_Y : 139
Pin : 44 || Parent_Gate : 11 || Pin_X : 65 || Pin_Y : 170
Pin : 45 || Parent_Gate : 11 || Pin_X : 65 || Pin_Y : 176
Pin : 46 || Parent_Gate : 11 || Pin_X : 65 || Pin_Y : 123
Pin : 47 || Parent_Gate : 11 || Pin_X : 65 || Pin_Y : 178
Pin : 48 || Parent_Gate : 11 || Pin_X : 65 || Pin_Y : 179
Pin : 49 || Parent_Gate : 11 || Pin_X : 65 || Pin_Y : 180

Gate : 12 || Pos_X : 130 || Pos_Y 111 || Width : 40 || Height : 77
Pin : 1 || Parent_Gate : 12 || Pin_X : 130 || Pin_Y : 177
Pin : 2 || Parent_Gate : 12 || Pin_X : 130 || Pin_Y : 120
Pin : 3 || Parent_Gate : 12 || Pin_X : 130 || Pin_Y : 161
Pin : 4 || Parent_Gate : 12 || Pin_X : 130 || Pin_Y : 180
Pin : 5 || Parent_Gate : 12 || Pin_X : 130 || Pin_Y : 151
Pin : 6 || Parent_Gate : 12 || Pin_X : 130 || Pin_Y : 167
Pin : 7 || Parent_Gate : 12 || Pin_X : 130 || Pin_Y : 160
Pin : 8 || Parent_Gate : 12 || Pin_X : 130 || Pin_Y : 178
Pin : 9 || Parent_Gate : 12 || Pin_X : 130 || Pin_Y : 124
Pin : 10 || Parent_Gate : 12 || Pin_X : 170 || Pin_Y : 136
Pin : 11 || Parent_Gate : 12 || Pin_X : 170 || Pin_Y : 121
Pin : 12 || Parent_Gate : 12 || Pin_X : 170 || Pin_Y : 123
Pin : 13 || Parent_Gate : 12 || Pin_X : 170 || Pin_Y : 145
Pin : 14 || Parent_Gate : 12 || Pin_X : 170 || Pin_Y : 133
Pin : 15 || Parent_Gate : 12 || Pin_X : 170 || Pin_Y : 130
Pin : 16 || Parent_Gate : 12 || Pin_X : 170 || Pin_Y : 122
Pin : 17 || Parent_Gate : 12 || Pin_X : 170 || Pin_Y : 171
Pin : 18 || Parent_Gate : 12 || Pin_X : 170 || Pin_Y : 141
Pin : 19 || Parent_Gate : 12 || Pin_X : 170 || Pin_Y : 165
Pin : 20 || Parent_Gate : 12 || Pin_X : 170 || Pin_Y : 146
Pin : 21 || Parent_Gate : 12 || Pin_X : 170 || Pin_Y : 159
Pin : 22 || Parent_Gate : 12 || Pin_X : 170 || Pin_Y : 118
Pin : 23 || Parent_Gate : 12 || Pin_X : 170 || Pin_Y : 163
Pin : 24 || Parent_Gate : 12 || Pin_X : 170 || Pin_Y : 179
Pin : 25 || Parent_Gate : 12 || Pin_X : 170 || Pin_Y : 180
Pin : 26 || Parent_Gate : 12 || Pin_X : 170 || Pin_Y : 172
Pin : 27 || Parent_Gate : 12 || Pin_X : 170 || Pin_Y : 178
Pin : 28 || Parent_Gate : 12 || Pin_X : 170 || Pin_Y : 142
Pin : 29 || Parent_Gate : 12 || Pin_X : 170 || Pin_Y : 184
Pin : 30 || Parent_Gate : 12 || Pin_X : 170 || Pin_Y : 185
Pin : 31 || Parent_Gate : 12 || Pin_X : 170 || Pin_Y : 167
Pin : 32 || Parent_Gate : 12 || Pin_X : 170 || Pin_Y : 158
Pin : 33 || Parent_Gate : 12 || Pin_X : 170 || Pin_Y : 162

Gate : 13 || Pos_X : 241 || Pos_Y 147 || Width : 18 || Height : 5
Pin : 1 || Parent_Gate : 13 || Pin_X : 241 || Pin_Y : 148
Pin : 2 || Parent_Gate : 13 || Pin_X : 241 || Pin_Y : 150
Pin : 3 || Parent_Gate : 13 || Pin_X : 241 || Pin_Y : 152
Pin : 4 || Parent_Gate : 13 || Pin_X : 259 || Pin_Y : 151

Gate : 14 || Pos_X : 325 || Pos_Y 148 || Width : 50 || Height : 3
Pin : 1 || Parent_Gate : 14 || Pin_X : 325 || Pin_Y : 149
Pin : 2 || Parent_Gate : 14 || Pin_X : 325 || Pin_Y : 150
Pin : 3 || Parent_Gate : 14 || Pin_X : 325 || Pin_Y : 151
Pin : 4 || Parent_Gate : 14 || Pin_X : 375 || Pin_Y : 150
Pin : 5 || Parent_Gate : 14 || Pin_X : 375 || Pin_Y : 151

Gate : 15 || Pos_X : 400 || Pos_Y 145 || Width : 100 || Height : 10
Pin : 1 || Parent_Gate : 15 || Pin_X : 400 || Pin_Y : 148
Pin : 2 || Parent_Gate : 15 || Pin_X : 400 || Pin_Y : 147
Pin : 3 || Parent_Gate : 15 || Pin_X : 500 || Pin_Y : 147
Pin : 4 || Parent_Gate : 15 || Pin_X : 500 || Pin_Y : 148
Pin : 5 || Parent_Gate : 15 || Pin_X : 500 || Pin_Y : 149
Pin : 6 || Parent_Gate : 15 || Pin_X : 500 || Pin_Y : 151
Pin : 7 || Parent_Gate : 15 || Pin_X : 500 || Pin_Y : 152
Pin : 8 || Parent_Gate : 15 || Pin_X : 500 || Pin_Y : 153
Pin : 9 || Parent_Gate : 15 || Pin_X : 500 || Pin_Y : 154
Pin : 10 || Parent_Gate : 15 || Pin_X : 500 || Pin_Y : 150

Gate : 16 || Pos_X : 535 || Pos_Y 128 || Width : 29 || Height : 43
Pin : 1 || Parent_Gate : 16 || Pin_X : 535 || Pin_Y : 129
Pin : 2 || Parent_Gate : 16 || Pin_X : 535 || Pin_Y : 135
Pin : 3 || Parent_Gate : 16 || Pin_X : 535 || Pin_Y : 132
Pin : 4 || Parent_Gate : 16 || Pin_X : 535 || Pin_Y : 137
